733.00000	105.12390
727.10000	105.79296
721.20000	106.42426
709.40000	107.58066
697.60000	108.60254
685.80000	109.48754
674.00000	110.20616
662.20000	110.70766
650.40000	110.90236
644.50000	110.84336
638.60000	110.64276
632.70000	110.25690
626.80000	109.60436
623.85000	109.13000
620.90000	108.49516
617.95000	107.57004
616.47500	106.86204
615.00000	105.00000
616.47500	103.13796
617.95000	102.42996
620.90000	101.50484
623.85000	100.87000
626.80000	100.39564
632.70000	99.74310
638.60000	99.35724
644.50000	99.15664
650.40000	99.09764
662.20000	99.29234
674.00000	99.79384
685.80000	100.51246
697.60000	101.39746
709.40000	102.41934
721.20000	103.57574
727.10000	104.20704
733.00000	104.87610
